schema_version,schema_signature,feature_status,thermo.dG_activation,thermo.dG_reaction,thermo.dG_activation_gibbs,thermo.dG_reaction_gibbs,thermo.dE_activation,thermo.dE_reaction,thermo.energy_source_activation,thermo.energy_source_reaction,thermo.method,thermo.solvent,geom.natoms_ts,geom.r1,geom.r2,geom.asynch,geom.asynch_index,geom.rg_ts,geom.min_nonbonded,geom.close_contacts,geom.r_avg,geom.dr,geom.close_contacts_density,qc.has_gibbs,qc.used_fallback_electronic,qc.sp_report_validated,qc.forming_bonds_valid,qc.warnings_count,asm.distortion_total_kcal,asm.interaction_kcal
,,,5.153224878529772,-51.40549328411714,,,5.153224878529772,-51.40549328411714,electronic,electronic,wB97X-D3BJ/def2-TZVPP,acetone,26,2.1948273428385208,2.1987009124110792,0.0038735695725584662,0.0008816535020413577,2.5829917039092636,1.326447156541465,38,2.1967641276248,-0.0038735695725584662,1.4615384615384615,0,1,0,1,0,,
