schema_version,schema_signature,feature_status,thermo.dG_activation,thermo.dG_reaction,thermo.dE_activation,thermo.dE_reaction,thermo.energy_source_activation,thermo.energy_source_reaction,thermo.method,thermo.solvent,geom.natoms_ts,geom.r1,geom.r2,geom.asynch,geom.asynch_index,geom.rg_ts,geom.min_nonbonded,geom.close_contacts,qc.has_gibbs,qc.used_fallback_electronic,qc.sp_report_validated,qc.forming_bonds_valid,qc.warnings_count
4.2-tag,fa1a448ee9270146f71eb7718a6bceec05cab794,ok,28.790865930786822,-42.80351840623189,5.649359746417319,-47.767865282720145,gibbs,gibbs,WB97M-V/def2-TZVPP,acetone,26,2.1948273654830173,2.1987008955204117,0.003873530037394435,0.0008816445023867372,2.582991778548356,1.3264471842732601,38,1,0,1,1,0
